EncounterCode,RecoverDate,RecoverYear,RecoverMonth,RecoverSeason,RecoverVessel,RecoverProjectName,RecoverMethod,SpeciesCode,CommonName,TagCode,RecoverLength,SexDescription,RecoverTagTypeCode,RecoverMortality,RecoverLatitude,RecoverLongitude,RecoverPunchCardArea,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseSeason,ReleaseVessel,ReleaseProjectName,ReleaseMethod,ReleaseLengthCM,ReleaseTagTypeCode,ReleaseLatitude,ReleaseLongitude,ReleasePunchCardArea,DaysAtLiberty,GrowthCM,MovementMiles
PUBTAG1874,9/6/1986,1986,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1487,39,Male,1SPG,Y,,,,5/25/1983,1983,5,Spring,Corliss,,At Sea,34,1SPG,45.8636666,-123.9988333,PCA 1,1200,5,
PUBTAG1714,12/11/1985,1985,12,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1498,42,Female,1SPG,Y,46.2416666,-124.2083333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,36,1SPG,45.8636666,-123.9988333,PCA 1,931,6,31.8118525
DOCK6536,7/16/1989,1989,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,15121,49,Unable to determine,1SPG,Y,48.3833333,-124.725,PCA 4,8/16/1983,1983,8,Fall,Corliss,,At Sea,42,1SPG,48.2528333,-124.7258333,PCA 4,2161,7,10.83839965
PUBTAG1615,7/7/1985,1985,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,15299,,Unable to determine,1SPG,Y,48.25,-124.725,PCA 4,8/16/1983,1983,8,Fall,Corliss,,At Sea,44,1SPG,48.4068333,-124.7388333,PCA 4,691,,13.02466012
PUBTAG1833,8/16/1986,1986,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,15789,45,Male,1SPG,Y,48.1416666,-124.7833333,PCA 3,8/17/1983,1983,8,Fall,Corliss,,At Sea,8,1SPG,48.2528333,-124.7258333,PCA 4,1095,37,9.239291651
PUBTAG1640,7/28/1985,1985,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,15835,42,Female,1SPG,Y,48.3166666,-124.7,PCA 4,5/14/1984,1984,5,Spring,Corliss,,At Sea,41,1SPG,48.3761666,-124.5871666,PCA 4,440,1,4.940821632
PUBTAG1518,8/4/1984,1984,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,15978,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,5/15/1984,1984,5,Spring,Corliss,,At Sea,39,1SPG,48.3873333,-124.5996666,PCA 4,81,,1.051537304
PUBTAG1976,9/11/1987,1987,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1599,43,Unable to determine,1SPG,Y,45.9416666,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,35,1SPG,45.8636666,-123.9988333,PCA 1,1570,8,6.57005177
PUBTAG1532,4/22/1985,1985,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,16005,35,Unable to determine,1SPG,Y,48.3916666,-124.6333333,PCA 4,5/15/1984,1984,5,Spring,Corliss,,At Sea,34,1SPG,48.3908333,-124.7068333,PCA 4,342,1,0.069178123
PUBTAG1512,7/13/1984,1984,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,16048,,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,5/15/1984,1984,5,Spring,Corliss,,At Sea,37,1SPG,48.3873333,-124.5996666,PCA 4,59,,0.332079863
DOCK6340,9/5/1987,1987,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,16094,39,Female,1SPG,Y,47.0695,-124.3866666,PCA 2,6/19/1984,1984,6,Spring,UW Co-op,,At Sea,35,1SPG,48.4905,-124.7348333,PCA 4,1173,4,118.3874434
PUBTAG1539,5/11/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,16148,36,Male,1SPG,Y,48.4,-124.7166666,PCA 4,6/20/1984,1984,6,Spring,UW Co-op,,At Sea,35,1SPG,48.3761666,-124.5871666,PCA 4,325,1,1.978615968
PUBTAG1926,7/8/1987,1987,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,16152,40,Male,1SPG,Y,48.3916666,-124.7083333,PCA 4,6/20/1984,1984,6,Spring,UW Co-op,,At Sea,36,1SPG,48.3761666,-124.5871666,PCA 4,1113,4,1.286820228
PUBTAG1931,7/12/1987,1987,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1625,,Unable to determine,1SPG,Y,45.8833333,-123.9833333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,41,1SPG,45.8636666,-123.9988333,PCA 1,1509,,1.656833056
PUBTAG1523,8/15/1984,1984,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,16369,,Unable to determine,1SPG,Y,48.3833333,-124.7333333,PCA 4,6/19/1984,1984,6,Spring,UW Co-op,,At Sea,42,1SPG,48.4905,-124.7348333,PCA 4,57,,8.894266027
PUBTAG1477,4/17/1984,1984,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1649,41,Male,2SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,38,2SPG,45.8636666,-123.9988333,PCA 1,328,3,38.11542528
PUBTAG1598,6/15/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1659,35,Male,1SPG,Y,45.9416666,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,34,1SPG,45.8636666,-123.9988333,PCA 1,752,1,6.57005177
PUBTAG1719,4/12/1986,1986,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,16650,,Unable to determine,1SPG,Y,48.375,-124.5833333,PCA 4,6/21/1984,1984,6,Spring,UW Co-op,,At Sea,29,1SPG,48.3908333,-124.7068333,PCA 4,660,,1.314498769
PUBTAG1938,7/20/1987,1987,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,16702,,Unable to determine,1SPG,Y,47.95,-124.6833333,PCA 3,5/21/1987,1987,5,Spring,Corliss,,At Sea,34,1SPG,45.8831666,-124.0105,PCA 1,60,,173.0575007
PUBTAG1412,6/14/1983,1983,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1676,,Unable to determine,LSPG,Y,45.9333333,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,34,2SPG,45.8636666,-123.9988333,PCA 1,20,,5.868267068
PUBTAG1411,6/12/1983,1983,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1680,39,Unable to determine,1SPG,Y,45.9416666,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,37,1SPG,45.8636666,-123.9988333,PCA 1,18,2,6.57005177
DOCK6411,7/30/1988,1988,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,16850,40,Male,1SPG,Y,47.118,-124.3191666,PCA 2,6/20/1984,1984,6,Spring,UW Co-op,,At Sea,34,1SPG,48.3865,-124.6226666,PCA 4,1501,6,105.7003582
PUBTAG1502,6/16/1984,1984,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1697,,Unable to determine,1SPG,Y,45.9333333,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,35,1SPG,45.8636666,-123.9988333,PCA 1,388,,5.868267068
PUBTAG1786,7/13/1986,1986,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17016,,Unable to determine,1SPG,Y,,,,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.4005,-124.6671666,PCA 4,444,,
PUBTAG1561,5/22/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17021,43,Female,2SPG,Y,48.375,-124.5833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,42,2SPG,48.4005,-124.6671666,PCA 4,27,1,2.116978965
PUBTAG1540,5/11/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17042,38,Male,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,16,0,1.425123501
DOCK6227,4/18/1987,1987,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17070,39,Unable to determine,1SPG,Y,48.375,-124.5833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,723,1,2.116978965
PUBTAG1563,5/23/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17105,38,Male,1SPG,Y,48.375,-124.5833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4005,-124.6671666,PCA 4,28,-1,2.116978965
PUBTAG1535,4/30/1985,1985,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17140,41,Unable to determine,1SPG,Y,48.3833333,-124.6,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,48.4005,-124.6671666,PCA 4,5,0,1.425123501
PUBTAG1785,7/13/1986,1986,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17142,,Unable to determine,LSPG,Y,,,,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,2SPG,48.4005,-124.6671666,PCA 4,444,,
PUBTAG1475,4/15/1984,1984,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1715,42,Unable to determine,1SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,40,1SPG,45.8636666,-123.9988333,PCA 1,326,2,38.11542528
PUBTAG1693,8/31/1985,1985,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17159,,Unable to determine,1SPG,Y,48.3666666,-124.55,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,1SPG,48.4005,-124.6671666,PCA 4,128,,2.808876757
PUBTAG1726,5/16/1986,1986,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17171,,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,386,,1.425123501
PUBTAG1545,5/13/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17178,39,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,1SPG,48.4005,-124.6671666,PCA 4,18,-1,1.425123501
PUBTAG1543,5/12/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17213,38,Male,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4068333,-124.7388333,PCA 4,17,-1,1.259035542
PUBTAG1548,5/17/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17214,36,Male,1SPG,Y,48.3916666,-124.675,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,36,1SPG,48.4068333,-124.7388333,PCA 4,22,0,1.259035542
PUBTAG2070,5/31/1989,1989,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17218,42,Unable to determine,1SPG,Y,48.25,-124.7083333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.4068333,-124.7388333,PCA 4,1497,5,13.02466012
PUBTAG1905,6/11/1987,1987,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17235,40,Male,1SPG,Y,48.3916666,-124.6833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.3918333,-124.7318333,PCA 4,777,3,0.013838904
PUBTAG1562,5/23/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17244,,Unable to determine,2SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,34,2SPG,48.3918333,-124.7318333,PCA 4,28,,0.705660343
PUBTAG1533,4/28/1985,1985,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17286,43,Female,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,45,1SPG,48.4068333,-124.7388333,PCA 4,3,-2,1.950856992
PUBTAG1568,5/25/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17306,35,Unable to determine,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.4068333,-124.7388333,PCA 4,30,-2,1.259035542
PUBTAG1544,5/12/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17332,43,Female,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,1SPG,48.4068333,-124.7388333,PCA 4,17,-1,1.259035542
PUBTAG1758,6/15/1986,1986,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17350,,Unable to determine,1SPG,Y,48.395,-124.65,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,35,1SPG,48.4068333,-124.7388333,PCA 4,416,,0.982309847
PUBTAG1742,6/8/1986,1986,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17359,45,Unable to determine,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,1SPG,48.4068333,-124.7388333,PCA 4,409,1,1.259035542
PUBTAG1571,5/25/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17401,37,Unable to determine,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4068333,-124.7388333,PCA 4,30,-2,1.259035542
PUBTAG1593,6/11/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17407,34,Male,1SPG,Y,48.3916666,-124.6333333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,35,1SPG,48.4068333,-124.7388333,PCA 4,47,-1,1.259035542
PUBTAG1594,6/11/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17435,38,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,47,0,1.425123501
PUBTAG1717,4/4/1986,1986,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17439,,Unable to determine,1SPG,Y,48.375,-124.5833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4005,-124.6671666,PCA 4,344,,2.116978965
DOCK6235,5/15/1987,1987,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17444,40,Unable to determine,1SPG,Y,48.3833333,-124.6,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,1SPG,48.4005,-124.6671666,PCA 4,750,0,1.425123501
PUBTAG1564,5/24/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17447,38,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,48.4005,-124.6671666,PCA 4,29,-3,1.425123501
PUBTAG1602,6/24/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17476,,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4005,-124.6671666,PCA 4,60,,1.425123501
PUBTAG1503,6/17/1984,1984,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1748,,Unable to determine,1SPG,Y,45.9333333,-124,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,34,1SPG,45.8636666,-123.9988333,PCA 1,389,,5.868267068
PUBTAG1884,4/16/1987,1987,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17493,38,Male,1SPG,Y,48.375,-124.5583333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.4005,-124.6671666,PCA 4,721,1,2.116978965
PUBTAG1587,6/4/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17500,38,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,40,0,1.425123501
PUBTAG1546,5/13/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17501,41,Male,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,48.4005,-124.6671666,PCA 4,18,0,1.425123501
DOCK6352,4/14/1988,1988,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17511,48,Unable to determine,1SPG,Y,48.3583333,-124.69883,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,1SPG,48.4005,-124.6671666,PCA 4,1085,4,3.500800048
PUBTAG1718,4/5/1986,1986,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17520,38,Male,1SPG,Y,48.375,-124.5833333,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,345,0,2.116978965
PUBTAG1534,4/30/1985,1985,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17522,39,Unable to determine,1SPG,Y,48.3833333,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,48.4005,-124.6671666,PCA 4,5,1,1.425123501
PUBTAG1578,5/26/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17526,,Male,1SPG,Y,48.4,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4068333,-124.7388333,PCA 4,31,,0.567239811
PUBTAG1565,5/24/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17571,41,Unable to determine,2SPG,Y,48.4,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,2SPG,48.4068333,-124.7388333,PCA 4,29,1,0.567239811
PUBTAG1560,5/22/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17584,39,Male,1SPG,Y,48.4,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,48.4068333,-124.7388333,PCA 4,27,0,0.567239811
PUBTAG1556,5/18/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17592,39,Male,1SPG,Y,48.4,-124.5916666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.4068333,-124.7388333,PCA 4,23,2,0.567239811
PUBTAG1720,4/12/1986,1986,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17649,46,Female,1SPG,Y,48.3833333,-124.6,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,48.4005,-124.6671666,PCA 4,352,5,1.425123501
DOCK6243,6/5/1987,1987,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17683,39,Unable to determine,1SPG,Y,48.4083333,-124.7416666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,33,1SPG,48.4005,-124.6671666,PCA 4,771,6,0.650247083
DOCK6380,6/25/1988,1988,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,1769,40,Unable to determine,1SPG,Y,45.9261666,-124.0166666,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,34,1SPG,45.8636666,-123.9988333,PCA 1,1858,6,5.264699991
PUBTAG1893,5/27/1987,1987,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17703,40,Unable to determine,2SPG,Y,47.6833333,-124.4833333,PCA 3,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,2SPG,48.4005,-124.6671666,PCA 4,762,-4,59.65909722
DOCK6143,7/10/1986,1986,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17708,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,1SPG,47.0081666,-124.2586666,PCA 2,441,,116.0093688
PUBTAG1567,5/25/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1771,,Unable to determine,1SPG,Y,46.2416666,-124.1916666,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,41,1SPG,45.8636666,-123.9988333,PCA 1,731,,31.8118525
PUBTAG1577,5/26/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17715,,Male,1SPG,Y,48.3916666,-124.7416666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,37,1SPG,48.3603333,-124.73,PCA 4,31,,2.601432761
PUBTAG1584,5/28/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17725,46,Female,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,44,1SPG,48.4005,-124.6671666,PCA 4,33,2,0.04150633
PUBTAG1790,7/15/1986,1986,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17737,34,Male,1SPG,Y,,,,4/25/1985,1985,4,Spring,Unknown,,At Sea,34,1SPG,47.0081666,-124.2586666,PCA 2,446,0,
PUBTAG1608,6/29/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1774,46,Female,1SPG,Y,47.1416666,-124.2666666,PCA 2,5/25/1983,1983,5,Spring,Corliss,,At Sea,41,1SPG,45.8636666,-123.9988333,PCA 1,766,5,107.2714113
PUBTAG1500,6/4/1984,1984,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1776,48,Female,1SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,45,1SPG,45.8636666,-123.9988333,PCA 1,376,3,38.11542528
PUBTAG1730,5/19/1986,1986,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17786,41,Unable to determine,1SPG,Y,48.3916666,-124.6675,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,48.4068333,-124.7388333,PCA 4,389,0,1.259035542
DOCK6142,7/10/1986,1986,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,17793,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,43,1SPG,47.0081666,-124.2586666,PCA 2,441,,116.0093688
PUBTAG1492,4/28/1984,1984,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1782,50,Unable to determine,1SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,48,1SPG,45.8636666,-123.9988333,PCA 1,339,2,38.11542528
PUBTAG1609,7/3/1985,1985,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17834,32,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,35,1SPG,47.0081666,-124.2586666,PCA 2,69,-3,116.0093688
PUBTAG1469,1/15/1984,1984,1,Spring,,,Public Return,BLCK,BLACK ROCKFISH,1784,48,Unable to determine,1SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,48,1SPG,45.8636666,-123.9988333,PCA 1,235,0,38.11542528
PUBTAG1746,6/10/1986,1986,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17857,48,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,45,1SPG,47.0081666,-124.2586666,PCA 2,411,3,116.0093688
PUBTAG1878,9/29/1986,1986,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17859,48,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,47,1SPG,47.0081666,-124.2586666,PCA 2,522,1,116.0093688
PUBTAG1462,10/19/1983,1983,10,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1786,43,Female,1SPG,Y,46.3166666,-124.1583333,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,42,1SPG,45.8636666,-123.9988333,PCA 1,147,1,38.11542528
PUBTAG1604,6/28/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17862,43,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,42,1SPG,47.0081666,-124.2586666,PCA 2,64,1,116.0093688
PUBTAG1817,8/2/1986,1986,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17863,,Male,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,47.0081666,-124.2586666,PCA 2,464,,116.0093688
PUBTAG1820,8/3/1986,1986,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17875,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,47.0081666,-124.2586666,PCA 2,465,,116.0093688
PUBTAG1643,8/1/1985,1985,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17918,,Unable to determine,2SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,2SPG,47.0081666,-124.2586666,PCA 2,98,,116.0093688
PUBTAG1554,5/18/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17921,36,Female,1SPG,Y,48.3916666,-124.675,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,36,1SPG,47.0081666,-124.2586666,PCA 2,23,0,115.3176536
PUBTAG1651,8/5/1985,1985,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17925,40,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,1SPG,47.0081666,-124.2586666,PCA 2,102,0,116.0093688
PUBTAG1665,8/14/1985,1985,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17943,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,33,1SPG,47.0081666,-124.2586666,PCA 2,111,,116.0093688
PUBTAG1821,8/3/1986,1986,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,17946,46,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,38,1SPG,47.0081666,-124.2586666,PCA 2,465,8,116.0093688
PUBTAG1440,8/11/1983,1983,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,1795,43,Female,1SPG,Y,46.2416666,-124.2,PCA 1,5/25/1983,1983,5,Spring,Corliss,,At Sea,42,1SPG,45.9283333,-124.0241666,PCA 1,78,1,26.36471001
PUBTAG1559,5/19/1985,1985,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17960,40,Female,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,39,1SPG,47.0081666,-124.2586666,PCA 2,24,1,116.0093688
PUBTAG1589,6/8/1985,1985,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17973,,Unable to determine,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,41,1SPG,47.0081666,-124.2586666,PCA 2,44,,116.0093688
PUBTAG1763,6/19/1986,1986,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,17975,44,Female,1SPG,Y,48.4,-124.7166666,PCA 4,4/25/1985,1985,4,Spring,Unknown,,At Sea,40,1SPG,47.0081666,-124.2586666,PCA 2,420,4,116.0093688
